fname,lname,gender,age,exercise,hours,grade,address
Brock,Espinoza,male,17,3,15,82.9,"29 East Pleasant St. , Titusville, FL 32780"
Ray,Coffey,male,14,3,16,89.4,"Coraopolis, PA 15108, 454 Jennings St. "
Ray,Holloway,male,15,3,12,91.8,"10 Prairie Street , New Bern, NC 28560"
Hayfa,Richmond,female,19,5,15,91.6,"384 Acacia Ave. , Ormond Beach, FL 32174"
Orlando,Stanley,male,15,3,9,86.1,"852 Wild Rose Ave. , Bozeman, MT 59715"
Jaden,Hogan,female,14,5,14,94.8,"866 Santa Clara Dr. , Warminster, PA 18974"
Jordan,Foster,female,18,3,8,86.9,"Farmingdale, NY 11735, 149 Forest St. "
Amber,Greene,female,16,4,5,78.0,"977 Roosevelt St. , Wyandotte, MI 48192"
Xanthus,Franks,male,18,3,8,72.2,"Gulfport, MS 39503, 32 Marsh Street "
Selma,Stout,female,19,2,3,59.4,"9755 Shipley Dr. , Canton, GA 30114"
Fleur,Snider,female,18,3,18,97.3,"405 West Sheffield St. , Little Falls, NJ 07424"
Carl,Nelson,male,14,1,15,95.2,"8698 Dogwood St. , Suwanee, GA 30024"
Keegan,Richardson,male,18,1,3,66.2,"Aliquippa, PA 15001, 198 Virginia Street "
Rudyard,Parsons,male,17,1,10,82.7,"Raleigh, NC 27603, 73 Howard Street "
Lance,Doyle,male,18,2,9,70.6,"185 North Clark Street , Burke, VA 22015"
Arthur,Nieves,male,14,3,0,76.8,"98 Golden Star Ave. , Glendale, AZ 85302"
Isaiah,Hendricks,male,17,3,7,69.9,"7054 E. Bow Ridge St. , Mansfield, MA 02048"
Justine,Nolan,female,16,5,5,72.8,"Oxon Hill, MD 20745, 265 NW. Liberty Ave. "
Levi,Atkins,male,16,4,8,72.8,"9143 Kent Road , Attleboro, MA 02703"
Jakeem,Lynch,male,14,4,5,78.8,"349 Court Street , Long Beach, NY 11561"
Olivia,Craig,female,14,4,3,60.6,"Elizabeth, NJ 07202, 984 E. Rockville Road "
Dylan,Delaney,male,14,4,5,64.3,"642 Sierra Lane , Whitehall, PA 18052"
Emerson,Sparks,male,14,3,10,76.1,"10 Peg Shop Street , Sun Prairie, WI 53590"
Echo,Bird,female,14,2,6,76.5,"Roanoke, VA 24012, 2 Adams Dr. "
Devin,Rodriguez,male,19,1,14,83.4,"242 High Ridge Dr. , New Windsor, NY 12553"
Georgia,Castaneda,female,14,3,10,78.4,"8914 Edgefield Street , Cheshire, CT 06410"
Darryl,Baird,female,14,2,7,64.3,"26 N. Elmwood Street , Blacksburg, VA 24060"
Leo,Roach,male,19,1,13,75.8,"58 Magnolia Ave. , Milledgeville, GA 31061"
Magee,Berger,male,14,0,13,91.1,"South Lyon, MI 48178, 7204 Mammoth Road "
Clare,Wyatt,female,16,5,10,74.1,"Huntley, IL 60142, 383 Indian Summer St. "
Chaney,Edwards,male,14,2,9,75.8,"Bedford, OH 44146, 147 Kingston St. "
Kyla,Garner,female,18,2,4,70.9,"916 Heather St. , Martinsville, VA 24112"
Leroy,Morrow,male,19,2,9,71.2,"23 Ridgeview Drive , Laurel, MD 20707"
Marshall,Erickson,male,18,3,11,77.8,"Bluffton, SC 29910, 583 Schoolhouse Ave. "
Logan,Mccarty,male,17,2,9,81.7,"9637 Gulf Street , Ocean Springs, MS 39564"
Hamish,Parker,male,16,5,6,65.9,"7598 Manor Station Street , Palatine, IL 60067"
Illiana,Kirby,female,19,5,12,84.8,"163 Lake Avenue , Ridgefield, CT 06877"
Brenda,Gates,female,16,2,7,73.0,"769 Thorne Street , Key West, FL 33040"
Elmo,Roy,male,18,1,10,78.4,"5 South Nut Swamp Lane , Rolla, MO 65401"
Willa,Byers,female,14,2,4,59.2,"Morgantown, WV 26508, 8253 Elmwood St. "
Naida,Carrillo,female,18,2,5,75.9,"Pelham, AL 35124, 8907 Green Hill Ave. "
Sydney,Blackburn,female,15,3,8,75.7,"248 Hillcrest St. , Hopewell, VA 23860"
Brandon,Myers,male,19,2,12,78.6,"Omaha, NE 68107, 784 Honey Creek Lane "
Malik,Pratt,male,19,1,14,87.5,"Cordova, TN 38016, 804 Andover Lane "
Dai,Richardson,female,16,2,15,84.5,"613 Henry Smith Ave. , Flushing, NY 11354"
Thane,Collins,male,19,1,6,76.9,"7905 Gates Road , Pottstown, PA 19464"
Clark,Maynard,male,16,1,7,66.9,"46 West Durham St. , Spring Valley, NY 10977"
Bevis,Gray,male,15,1,16,94.8,"8621 Birch Hill St. , Fresh Meadows, NY 11365"
Pascale,Browning,female,16,4,9,89.2,"873 Pheasant Ave. , Pearl, MS 39208"
Zorita,Ashley,female,19,1,13,80.4,"219 Green Hill St. , Alpharetta, GA 30004"
Jerry,Short,male,17,5,6,78.2,"692 Winchester Court , Fort Walton Beach, FL 32547"
Hyatt,Mcintosh,male,19,3,11,82.3,"979 George Drive , Pasadena, MD 21122"
Perry,Hopper,male,16,2,15,81.8,"31 Walnutwood Dr. , South Ozone Park, NY 11420"
Lance,Rush,male,17,4,15,98.5,"638 State Street , Asheville, NC 28803"
Declan,Macias,male,14,2,14,83.2,"9266 Winchester Ave. , West Islip, NY 11795"
Geraldine,Brooks,female,19,1,10,79.0,"Bayside, NY 11361, 467 Hilldale Street "
Adara,Fernandez,female,15,5,13,98.5,"Elgin, IL 60120, 9618 Cherry Hill Court "
Whoopi,Hunter,female,15,4,14,94.8,"435 Bow Ridge Drive , Clermont, FL 34711"
Lara,Newton,female,17,4,12,86.0,"8457 Annadale Drive , Palmetto, FL 34221"
Rigel,Johnson,male,17,4,8,82.1,"41 San Pablo Street , Newport News, VA 23601"
Raja,Sims,male,18,5,17,89.7,"Abingdon, MD 21009, 488 W. Euclid Drive "
Kiona,Hernandez,female,14,2,9,84.3,"Toledo, OH 43612, 63 Johnson St. "
Jade,Cline,female,15,4,8,75.1,"9095 NW. St Paul St. , Bethesda, MD 20814"
Tana,Sloan,female,19,5,11,92.1,"9696 Williams Avenue , Kaukauna, WI 54130"
Luke,Hayes,male,18,2,10,88.0,"791 Cedar Street , Chelmsford, MA 01824"
Regan,Mcintosh,female,17,3,15,97.2,"Helena, MT 59601, 542 North Applegate Rd. "
Mufutau,Valentine,male,14,2,11,75.3,"Salt Lake City, UT 84119, 219 Williams Ave. "
Justina,Mcgowan,female,15,1,8,73.6,"Midland, MI 48640, 9869 Wakehurst Ave. "
Ruby,Sutton,female,14,5,9,79.4,"14 E. Pleasant Dr. , Brick, NJ 08723"
Tucker,Coleman,male,16,4,17,95.6,"9 Vine St. , Wyoming, MI 49509"
Kylan,Rosa,female,17,5,12,84.0,"Tampa, FL 33604, 337 W. Center Lane "
Valentine,Cummings,male,14,5,19,100.0,"675 W. Baker Ave. , Fair Lawn, NJ 07410"
Cheyenne,Vincent,female,18,5,11,81.8,"7273 Mayfair Street , Trumbull, CT 06611"
Cleo,Romero,female,16,2,17,93.9,"Staten Island, NY 10301, 286 Edgefield St. "
Tarik,Winters,male,15,5,13,92.5,"2 Poor House Street , Lake In The Hills, IL 60156"
Sylvester,Newton,male,14,3,11,81.0,"736 Valley Farms St. , Jersey City, NJ 07302"
Samuel,Green,male,15,5,11,85.6,"Clementon, NJ 08021, 37 Golden Star St. "
Gary,Bradford,male,17,4,9,73.9,"96 Henry Dr. , Crawfordsville, IN 47933"
Whoopi,Strickland,female,16,4,9,80.2,"Piqua, OH 45356, 9380 Oak Valley Dr. "
Melyssa,Garner,female,17,1,6,71.3,"Stamford, CT 06902, 8896 Hudson Street "
Barclay,Nichols,male,19,0,2,66.3,"282 Westminster Dr. , Bedford, OH 44146"
Georgia,Fuentes,female,16,4,8,75.3,"464 Woodland Ave. , Wheeling, WV 26003"
Dara,Fleming,female,18,2,15,99.6,"Phoenixville, PA 19460, 60 Squaw Creek St. "
Lacy,Arnold,female,19,4,6,82.2,"7451 Magnolia Rd. , Staten Island, NY 10301"
Cameron,David,male,14,2,10,84.5,"Kalispell, MT 59901, 8270 Bow Ridge Street "
Caldwell,Russell,male,16,3,12,91.2,"Woodbridge, VA 22191, 295 W. Silver Spear St. "
Oliver,Oconnor,male,17,4,12,91.1,"53 Third Court , Ephrata, PA 17522"
Samuel,Beasley,male,19,1,15,90.6,"932 Ridgewood St. , Tuscaloosa, AL 35405"
Shana,Conner,female,16,2,12,81.5,"138 S. Bay Meadows Road , Santa Monica, CA 90403"
Dexter,Kramer,male,17,4,16,97.7,"Clemmons, NC 27012, 4 Greystone Court "
Griffith,Swanson,male,19,4,4,78.5,"61 Alton Street , Plainview, NY 11803"
Chava,Barlow,female,17,3,15,91.6,"Reading, MA 01867, 96 Oklahoma Rd. "
Oprah,Walker,female,19,2,6,69.7,"Staten Island, NY 10301, 9052 Mayfield St. "
Brian,Hawkins,male,15,5,8,69.7,"8145 S. Rockledge Drive , Southington, CT 06489"
Shannon,Whitley,female,19,1,10,78.1,"98 Westminster St. , New Windsor, NY 12553"
Martin,Macdonald,male,17,2,7,76.7,"Royersford, PA 19468, 816 Leatherwood St. "
Kaitlin,Chen,female,18,3,12,79.5,"876 Broad St. , Kearny, NJ 07032"
Linus,Downs,male,18,4,7,73.4,"779 Riverside Drive , Wilmington, MA 01887"
Yoko,Castro,female,16,3,10,83.1,"Royal Oak, MI 48067, 88 Applegate Drive "
Gregory,Evans,male,14,1,13,88.0,"47 N. Spruce Rd. , Bethel Park, PA 15102"
Erica,Bond,female,15,3,16,100.0,"Goose Creek, SC 29445, 96 Gainsway St. "
Uriah,Jordan,male,14,2,10,74.4,"7284 Jones Avenue , Raleigh, NC 27603"
Flynn,Haynes,male,17,2,11,81.6,"Faribault, MN 55021, 9869 Meadow Ave. "
Cecilia,Santiago,female,16,4,7,68.2,"Cranberry Twp, PA 16066, 49 Hickory Dr. "
Devin,Roberson,male,14,4,15,99.7,"733 Linda Road , Taunton, MA 02780"
Astra,Leonard,female,16,4,5,69.5,"Merrick, NY 11566, 48 Cedar Swamp Rd. "
Cairo,Cardenas,male,14,4,13,85.9,"832 Hudson Road , Hixson, TN 37343"
Riley,Valdez,female,16,2,12,79.0,"Elizabethton, TN 37643, 69 Campfire Drive "
Nero,Witt,male,14,3,13,95.5,"6 Addison Street , Southaven, MS 38671"
Hyatt,Albert,male,19,4,15,87.8,"North Haven, CT 06473, 71 Heritage Street "
Arthur,Guerra,male,16,1,10,81.1,"550 Walnut Street , Mebane, NC 27302"
Odette,Jacobson,female,18,3,14,88.3,"863 North Woodsman Ave. , Wasilla, AK 99654"
Ivory,Chapman,female,16,3,8,75.4,"Greensboro, NC 27405, 963 Prince Rd. "
Leonard,Gates,male,18,5,16,89.7,"290 Meadowbrook Street , King Of Prussia, PA 19406"
Veda,Briggs,female,15,5,8,88.5,"Depew, NY 14043, 997 53rd Ave. "
Lenore,Freeman,female,18,3,3,76.4,"308 Valley Farms Rd. , San Diego, CA 92111"
Ori,Gross,female,14,2,7,77.2,"Waukegan, IL 60085, 8217 East Sunbeam Dr. "
Odette,Leonard,female,17,1,17,96.2,"7306 53rd St. , Homestead, FL 33030"
Darryl,Lawrence,female,18,5,13,94.0,"384 Brewery Dr. , Wellington, FL 33414"
Kessie,Mcdonald,female,17,1,2,62.2,"Valrico, FL 33594, 69 Princess Dr. "
Kylie,Rivers,female,14,5,13,88.2,"Glenside, PA 19038, 87 Baker Rd. "
Fulton,Mullen,male,15,4,9,72.0,"Calumet City, IL 60409, 7456 Pin Oak Lane "
Gretchen,Reynolds,female,14,3,15,99.4,"Ocean Springs, MS 39564, 8646 Border Street "
Noah,Chan,male,19,3,6,74.9,"57 Hanover Street , Randallstown, MD 21133"
Magee,Sears,male,15,4,15,100.0,"9 Arrowhead St. , Grayslake, IL 60030"
Caldwell,Case,male,15,3,9,71.9,"9675 Beech Ave. , Faribault, MN 55021"
Ciaran,Middleton,male,17,1,5,73.3,"9404 NE. Elmwood Dr. , Emporia, KS 66801"
Chase,Blackwell,male,17,3,17,95.0,"Lakewood, NJ 08701, 77 Arcadia Court "
Abraham,Snider,male,16,1,4,73.3,"12 San Carlos Rd. , Cookeville, TN 38501"
Timothy,Richardson,male,15,3,14,89.1,"9518 College St. , Cocoa, FL 32927"
Ignacia,Berger,female,15,3,17,100.0,"508 Birchpond Dr. , Detroit, MI 48205"
Octavia,Wilcox,female,18,3,11,78.4,"86 Atlantic Ave. , Freehold, NJ 07728"
Quinn,Gallagher,male,14,5,18,100.0,"8 Berkshire Road , Fargo, ND 58102"
Christian,Herrera,male,15,4,12,89.4,"Brookline, MA 02446, 7773 Tarkiln Hill Avenue "
Jacob,Ewing,male,15,4,7,74.3,"Brick, NJ 08723, 7430 Cherry Hill Dr. "
Ulla,Brennan,female,17,3,11,83.9,"8284 Shadow Brook Avenue , Toms River, NJ 08753"
Zelenia,Vasquez,female,18,5,14,97.1,"Maplewood, NJ 07040, 9572 North Lakeview Ave. "
Geraldine,Bass,female,14,5,9,84.5,"Tacoma, WA 98444, 8076 Branch Court "
Morgan,Rutledge,female,15,3,13,92.3,"Nampa, ID 83651, 699 Locust St. "
Morgan,Moreno,female,17,4,5,73.0,"Piedmont, SC 29673, 81 East 2nd Street "
Vladimir,Casey,male,15,2,12,83.5,"96 Atlantic Ave. , Severn, MD 21144"
Michael,Wynn,male,17,5,11,80.0,"Pasadena, MD 21122, 114 N. Glenridge St. "
Olympia,Long,female,15,3,10,84.2,"9170 Columbia Road , Canton, GA 30114"
Richard,Ross,male,17,4,11,85.9,"7211 Durham Street , North Wales, PA 19454"
Petra,Riley,female,18,4,4,63.3,"Fredericksburg, VA 22405, 74 Ridge Road "
Kirestin,Sloan,female,18,1,13,88.1,"702 Wild Rose St. , Depew, NY 14043"
Adam,Holloway,male,14,2,9,82.7,"6 North Wall Street , Great Falls, MT 59404"
Moana,Carter,female,14,5,7,72.3,"Vicksburg, MS 39180, 8183 Lakewood Road "
Vielka,Crosby,female,17,4,18,98.0,"Clarkston, MI 48348, 973 Delaware Dr. "
Indigo,Wiggins,female,16,2,15,93.1,"Trussville, AL 35173, 338 East Acacia Rd. "
Autumn,Macdonald,female,15,4,10,78.1,"8676 State St. , Far Rockaway, NY 11691"
Jamal,Snow,male,19,1,12,86.9,"908 Blue Spring St. , Lake Mary, FL 32746"
Kimberley,Key,female,19,4,11,93.0,"Laurel, MD 20707, 7 College St. "
Ashton,Dotson,male,14,1,9,74.0,"138 Gregory Street , Haines City, FL 33844"
Uma,Branch,female,14,1,12,78.5,"Tampa, FL 33604, 91 Bridle Drive "
Haley,Duke,female,18,2,18,97.7,"Traverse City, MI 49684, 376 Valley Ave. "
Regan,Hatfield,female,14,4,12,81.1,"Buckeye, AZ 85326, 238 Birchpond Street "
Gannon,Coffey,male,15,5,14,99.6,"7792 Gregory Ave. , Thornton, CO 80241"
Gray,Jensen,male,18,5,20,100.0,"305 Valley View Drive , Reston, VA 20191"
Inez,Slater,female,15,3,16,93.0,"Brandon, FL 33510, 835 Prairie Rd. "
Chester,Boone,male,15,2,6,64.2,"42 Bayberry Circle , Lansing, MI 48910"
Jin,Valdez,male,19,2,2,77.0,"484 Griffin Court , West Hempstead, NY 11552"
Brooke,Trujillo,female,16,3,12,79.0,"74 Hilltop Ave. , Romeoville, IL 60446"
Keefe,Banks,male,17,5,7,77.7,"195 Andover Avenue , Pataskala, OH 43062"
Harrison,Knight,male,19,5,15,95.8,"Natick, MA 01760, 13 East Sunset Dr. "
Ferris,Mullins,male,16,2,7,78.4,"9587 Ohio Ave. , Wethersfield, CT 06109"
Olympia,Huffman,female,15,2,13,89.4,"18 Thomas Lane , Cranberry Twp, PA 16066"
Jane,Oneal,female,16,5,9,82.4,"Lake Villa, IL 60046, 9925 San Carlos Street "
Colin,Fisher,male,15,3,10,71.7,"9557 West Columbia Dr. , Titusville, FL 32780"
Calvin,Ballard,male,19,5,11,82.5,"Holland, MI 49423, 5 Silver Spear Dr. "
Kermit,Richard,male,19,5,12,89.0,"8120 Center Dr. , Fort Wayne, IN 46804"
Dolan,Hyde,male,17,1,17,100.0,"56 Glen Ridge Street , Long Branch, NJ 07740"
Kendall,Mccullough,female,15,4,16,99.5,"156 Bayport Ave. , Lockport, NY 14094"
Isadora,Ward,female,14,3,15,95.2,"Watertown, MA 02472, 8 Birchpond Avenue "
Kathleen,Salazar,female,15,1,14,79.5,"399 Oakwood Road , Hampton, VA 23666"
Amanda,Garner,female,14,2,11,75.7,"Hamtramck, MI 48212, 64 Orchard St. "
Quinn,Dorsey,female,15,3,9,78.7,"396 Oakwood St. , Springboro, OH 45066"
Howard,Santiago,male,15,4,15,100.0,"61 Adams St. , Bel Air, MD 21014"
Merrill,Rojas,male,15,1,7,68.1,"9 Bear Hill Ave. , Erlanger, KY 41018"
Mollie,Sweet,female,14,4,16,91.3,"Redondo Beach, CA 90278, 9126 Beech St. "
Allistair,Pittman,male,17,2,13,77.1,"155 Oakwood Road , West Orange, NJ 07052"
Claire,Francis,female,18,4,4,67.1,"Sacramento, CA 95820, 43 N. Leeton Ridge Circle "
Ulla,Russell,female,18,1,15,84.7,"712 Franklin Ave. , Oak Ridge, TN 37830"
Ocean,Carver,female,18,1,11,79.3,"Cedar Falls, IA 50613, 144 Mayflower St. "
Anthony,Whitney,male,19,1,11,74.2,"7210 Nichols St. , Newtown, PA 18940"
Mason,Mcgowan,male,17,1,17,100.0,"8061 Newport Dr. , Hackettstown, NJ 07840"
Cooper,Harrell,male,18,4,17,95.6,"934 Foxrun St. , Webster, NY 14580"
Pandora,Ewing,female,19,2,12,88.4,"Alabaster, AL 35007, 8948 Halifax Lane "
George,Fischer,male,19,1,6,75.0,"Madison Heights, MI 48071, 95 Bellevue Ave. "
Kermit,Higgins,male,18,2,6,68.6,"Bergenfield, NJ 07621, 8097 Nichols Drive "
Harlan,Cox,male,18,3,14,85.1,"Port Orange, FL 32127, 9560 3rd Road "
Mariko,Le,female,18,2,15,91.1,"227 Church Ave. , Appleton, WI 54911"
Rafael,Randall,male,16,2,11,71.2,"8613 Cypress St. , Taylor, MI 48180"
Xavier,Jensen,male,18,2,8,79.4,"9862 8th St. , Atlanta, GA 30303"
Dorothy,Norman,female,15,5,7,77.7,"10 Garfield Street , Beloit, WI 53511"
Camden,Lamb,male,17,5,11,88.1,"West Chicago, IL 60185, 55 SW. Charles Rd. "
Gil,Duran,male,16,1,13,83.8,"Fishers, IN 46037, 24 Taylor St. "
Ryan,Swanson,male,17,5,11,88.1,"8120 Pineknoll Lane , Glendale, AZ 85302"
Mikayla,Jarvis,female,16,2,7,67.3,"30 N. Pilgrim Dr. , Carlisle, PA 17013"
Beatrice,Matthews,female,14,1,4,61.1,"Torrance, CA 90505, 7 Cherry Hill Street "
Halla,Vang,female,16,3,17,100.0,"7 Annadale Lane , Redondo Beach, CA 90278"
Ingrid,Kennedy,female,19,5,7,72.1,"90 Country Rd. , Thibodaux, LA 70301"
Celeste,Mann,female,19,2,11,88.6,"75 Military Ave. , Cartersville, GA 30120"
Shelly,Sutton,female,16,2,12,74.8,"8596 Sheffield Ave. , Dearborn Heights, MI 48127"
Susan,Harvey,female,19,5,9,76.4,"113 Rockaway Lane , Riverdale, GA 30274"
Aurelia,Frederick,female,15,3,9,72.2,"657 Queen St. , Vernon Rockville, CT 06066"
Ivy,Justice,female,14,2,13,83.1,"Charlotte, NC 28205, 778 Oak Rd. "
Wesley,Douglas,male,16,1,14,86.6,"276 Tunnel Ave. , Chicago Heights, IL 60411"
Armand,Pacheco,male,16,4,17,95.5,"7999 Mill Pond St. , Gwynn Oak, MD 21207"
Hamish,Simon,male,18,4,3,71.2,"236 Third Drive , Sun City, AZ 85351"
Sloane,Kent,female,16,1,7,76.4,"Matawan, NJ 07747, 8175 S. Shirley St. "
Denise,Keith,female,17,5,4,71.7,"Roanoke, VA 24012, 27 Young St. "
Maxwell,Rhodes,male,18,3,11,77.9,"869 Glenholme Ave. , Trussville, AL 35173"
Elmo,Stuart,male,14,5,10,74.8,"68 Del Monte Dr. , Absecon, NJ 08205"
Isabelle,Neal,female,19,3,6,67.9,"9211 Green Hill Street , Rosedale, NY 11422"
Cassidy,Owen,female,16,5,13,98.5,"Pleasanton, CA 94566, 9892 Bay St. "
Addison,Willis,male,14,5,13,91.1,"437 Adams Street , Howell, NJ 07731"
Clayton,Cervantes,male,16,5,11,84.1,"2 Alton Ave. , Newnan, GA 30263"
Dillon,Fowler,male,16,2,8,80.6,"62 Halifax Lane , Long Beach, NY 11561"
Garth,Gilliam,male,18,5,13,80.3,"Royal Oak, MI 48067, 8134 River Lane "
Vanna,Reyes,female,19,3,11,77.3,"Kennesaw, GA 30144, 282 Sulphur Springs Street "
Octavia,Wolfe,female,16,5,12,81.0,"7445 S. Baker Street , Hastings, MN 55033"
Melvin,Burt,male,14,3,16,95.9,"Los Angeles, CA 90008, 7980 Cross Dr. "
Harriet,Long,female,17,3,17,100.0,"Lynn, MA 01902, 619 North Beaver Ridge St. "
Kendall,Keith,female,18,1,18,87.2,"4 Harrison Drive , Vista, CA 92083"
Yoshio,Wyatt,male,15,5,14,94.7,"8571 Silver Spear Dr. , Athens, GA 30605"
Gregory,Myers,male,15,1,12,77.5,"Tampa, FL 33604, 50 Golf St. "
Wylie,Clemons,male,15,5,9,88.2,"7748 Amherst St. , Menomonee Falls, WI 53051"
Shaine,Mcleod,female,16,2,18,100.0,"24 Willow Dr. , Fuquay Varina, NC 27526"
Sonya,Hooper,female,17,1,9,85.1,"638 Forest Court , Vineland, NJ 08360"
Lacy,Rowe,female,16,2,12,76.5,"94 East Kent Ave. , Lake Worth, FL 33460"
Amanda,Tillman,female,18,2,6,78.6,"Oak Lawn, IL 60453, 7304 Addison Street "
Perry,Wright,male,19,1,10,86.0,"Chicopee, MA 01020, 150 W. Saxon Drive "
Melanie,Wilson,female,15,4,13,81.5,"647 E. Summer Ave. , Perrysburg, OH 43551"
Lev,Mcneil,male,18,5,7,77.2,"9649 Bradford Lane , Marquette, MI 49855"
Vladimir,Cochran,male,18,1,11,83.0,"9500 Beach Lane , Frankfort, KY 40601"
Blossom,Henry,female,18,3,5,72.7,"218 S. Chestnut St. , Fenton, MI 48430"
Neville,Duffy,male,15,4,15,90.8,"99 Wild Rose Drive , Miami Beach, FL 33139"
Acton,Bright,male,14,2,8,67.0,"Macungie, PA 18062, 8111 Valley Drive "
Mariko,Matthews,female,17,5,6,77.0,"7560 S. Wrangler Road , Faribault, MN 55021"
Rafael,Villarreal,male,17,1,11,75.3,"Park Forest, IL 60466, 523 6th Street "
Levi,Acevedo,male,14,2,6,63.0,"Buckeye, AZ 85326, 47 Hilldale Lane "
Declan,Warner,male,14,4,12,89.7,"7662 Bank Street , Sylvania, OH 43560"
Raven,Sampson,female,19,3,16,86.1,"26 Pineknoll St. , Massapequa, NY 11758"
Barbara,Ratliff,female,19,5,8,88.7,"388 Grove Road , Ashburn, VA 20147"
Sierra,Farrell,female,19,3,7,65.7,"7252 8th Ave. , Deltona, FL 32725"
Teegan,Duke,female,18,1,12,81.5,"92 Heritage Avenue , Ankeny, IA 50023"
Dolan,Hubbard,male,19,2,16,84.1,"3 Proctor Rd. , Tiffin, OH 44883"
Idola,Jacobson,female,17,5,7,70.0,"Oxford, MS 38655, 52 Alton Street "
Zorita,Benson,female,19,3,12,85.0,"Sterling Heights, MI 48310, 95 Grand St. "
Beck,Mcconnell,male,15,2,10,80.1,"38 Franklin Street , East Lansing, MI 48823"
Gillian,Norris,female,19,5,2,63.4,"9559 White Street , Libertyville, IL 60048"
Iona,Franks,female,17,3,12,77.5,"590 53rd Street , Florence, SC 29501"
Zachery,Flowers,male,19,5,7,72.2,"7744 Longbranch Street , Gallatin, TN 37066"
Kiona,Freeman,female,19,2,11,85.8,"194 Trenton Lane , Hobart, IN 46342"
Scott,Atkinson,male,15,4,10,89.2,"8349 Virginia Drive , Massapequa, NY 11758"
Vivian,Jimenez,female,17,1,11,86.5,"Hermitage, TN 37076, 31 West St. "
Jermaine,Cortez,male,17,2,15,99.1,"Noblesville, IN 46060, 9576 Jefferson Road "
Graiden,Cantu,male,14,2,7,66.6,"4 Kirkland Ave. , Brunswick, GA 31525"
Keegan,Harvey,male,19,4,14,86.3,"24 E. Summit Rd. , East Brunswick, NJ 08816"
Cedric,Acevedo,male,19,5,14,98.8,"Winder, GA 30680, 850 Birchpond Street "
Mechelle,Velazquez,female,19,1,5,72.0,"Providence, RI 02904, 471 Saxton Avenue "
Jackson,Brooks,male,19,3,11,82.4,"98 Ashley St. , Canal Winchester, OH 43110"
Linus,Kaufman,male,17,2,17,91.3,"Oak Park, MI 48237, 51 Marsh Road "
Zenaida,Ross,female,18,3,10,87.4,"8180 West Tunnel Street , Irmo, SC 29063"
Larissa,Goff,female,17,2,10,79.7,"Dover, NH 03820, 20 Shadow Brook Road "
Lilah,Cooley,female,18,3,13,93.5,"Pembroke Pines, FL 33028, 622 Lafayette St. "
Chastity,Mcbride,female,17,5,15,83.6,"66 College Drive , Arlington, MA 02474"
Dustin,Barry,male,18,3,14,90.6,"8987 Maple St. , Niceville, FL 32578"
Juliet,Golden,female,16,4,14,85.5,"Daphne, AL 36526, 8324 Franklin Ave. "
Daphne,Mckinney,female,15,2,12,89.7,"7469 St Louis Rd. , Moorhead, MN 56560"
Orli,Stein,female,18,1,4,68.0,"240 Linda St. , Douglasville, GA 30134"
Gisela,Sharp,female,14,3,10,89.1,"Campbell, CA 95008, 495 Edgewood St. "
Macey,Conley,female,14,2,16,94.7,"Altamonte Springs, FL 32714, 9541 Prairie Street "
Jeremy,Shepard,male,14,5,15,92.3,"9782 North Arlington St. , West Fargo, ND 58078"
Duncan,Fisher,male,15,2,13,91.8,"8552 Brandywine Rd. , Windsor, CT 06095"
Tamara,Wright,female,17,5,8,74.2,"Middletown, CT 06457, 7815 Stonybrook Drive "
Hannah,Cline,female,17,4,12,79.8,"Rockville Centre, NY 11570, 7944 Garfield Circle "
Alan,Mayer,male,19,5,12,76.4,"9505 Coffee Street , Lexington, NC 27292"
Calvin,Dudley,male,15,5,5,77.6,"Chesapeake, VA 23320, 9597 W. Manhattan Ave. "
Merritt,Dean,male,19,2,9,68.4,"Lincoln, NE 68506, 813 Lexington Road "
Lysandra,Buckner,female,18,3,14,81.3,"Jeffersonville, IN 47130, 820 Oak Valley Road "
Ora,Kinney,female,19,5,5,75.4,"Hudsonville, MI 49426, 65 Sherman Dr. "
September,Norris,female,15,1,20,100.0,"529 Richardson Lane , Winter Garden, FL 34787"
Damian,Kaufman,male,16,1,9,71.3,"8321 Corona Lane , Mocksville, NC 27028"
Mercedes,Delaney,female,15,3,8,82.4,"Spring Valley, NY 10977, 977 Gonzales Street "
Mara,Irwin,female,17,3,11,85.0,"8197 Princeton St. , Harrison Township, MI 48045"
Tucker,Kidd,male,16,5,11,83.9,"65 Aspen Court , Frankfort, KY 40601"
Dominic,Banks,male,15,3,4,75.5,"8267 Pennington St. , Webster, NY 14580"
Karen,Melton,female,18,1,6,77.4,"Somerset, NJ 08873, 489 Chestnut Street "
Fletcher,Conley,male,17,1,9,71.6,"448 Edgefield Rd. , Reno, NV 89523"
Valentine,Manning,male,14,3,18,89.1,"9417 Blue Spring Drive , Geneva, IL 60134"
Larissa,Head,female,17,4,8,82.7,"116 Bay Lane , Atwater, CA 95301"
Sacha,Travis,female,18,1,8,78.5,"217 Wellington Rd. , Kansas City, MO 64151"
Oliver,Harvey,male,19,4,11,86.4,"395 Bear Hill Ave. , Lancaster, NY 14086"
Leonard,Juarez,male,19,1,11,79.7,"7496 Boston Road , Saginaw, MI 48601"
Jenna,Wagner,female,16,1,3,56.3,"Newington, CT 06111, 857 Boston Ave. "
Emily,Leblanc,female,16,4,16,89.4,"Elgin, IL 60120, 7664 Military Drive "
Marny,Whitaker,female,19,5,12,86.8,"Littleton, CO 80123, 958 Fulton Drive "
