fname,lname,gender,age,exercise,hours,grade,address
Devin,Rodriguez,male,19,1,14,83.4,"966 Pleasant Street, Hudson, NH 03051"
Georgia,Castaneda,female,14,3,10,78.4,"3 Greenview St., High Point, NC 27265"
Darryl,Baird,female,14,2,7,64.3,"950 Walnut St., Des Plaines, IL 60016"
Leo,Roach,male,19,1,13,75.8,"60 S. Water Avenue, Green Bay, WI 54302"
Magee,Berger,male,14,0,13,91.1,"137 West Beach St., Hamden, CT 06514"
Clare,Wyatt,female,16,5,10,74.1,"8996 Illinois Lane, Ashland, OH 44805"
Chaney,Edwards,male,14,2,9,75.8,"10 Wall Drive, Lawrence Township, NJ 08648"
Kyla,Garner,female,18,2,4,70.9,"80 Stonybrook St., Mundelein, IL 60060"
Leroy,Morrow,male,19,2,9,71.2,"8 Carson Lane, Saint Paul, MN 55104"
Marshall,Erickson,male,18,3,11,77.8,"51 Wilson Dr., Fairfield, CT 06824"
Logan,Mccarty,male,17,2,9,81.7,"439 Rockledge Road, Groton, CT 06340"
Hamish,Parker,male,16,5,6,65.9,"937 Cooper Rd., Mesa, AZ 85203"
Illiana,Kirby,female,19,5,12,84.8,"253 S. Shipley Street, Cordova, TN 38016"
Brenda,Gates,female,16,2,7,73.0,"8507 James Lane, Ontario, CA 91762"
Elmo,Roy,male,18,1,10,78.4,"7936 Birchpond Street, Philadelphia, PA 19111"
Willa,Byers,female,14,2,4,59.2,"9466 Wayne Lane, Torrington, CT 06790"
Naida,Carrillo,female,18,2,5,75.9,"7854 Franklin Rd., Durham, NC 27703"
Sydney,Blackburn,female,15,3,8,75.7,"6 Woodsman Drive, Bethpage, NY 11714"
Brandon,Myers,male,19,2,12,78.6,"9200 Eagle Ave., North Olmsted, OH 44070"
Malik,Pratt,male,19,1,14,87.5,"37 La Sierra Avenue, Elmhurst, NY 11373"
Dai,Richardson,female,16,2,15,84.5,"579 Wayne Street, Oxon Hill, MD 20745"
Thane,Collins,male,19,1,6,76.9,"9488 North Ann Lane, Sunnyside, NY 11104"
Clark,Maynard,male,16,1,7,66.9,"62 Walt Whitman Dr., Horn Lake, MS 38637"
Bevis,Gray,male,15,1,16,94.8,"256 Briarwood St., Somerset, NJ 08873"
Pascale,Browning,female,16,4,9,89.2,"9196 High Ridge St., Chesterton, IN 46304"
Zorita,Ashley,female,19,1,13,80.4,"362 Jennings Street, Natchez, MS 39120"
Jerry,Short,male,17,5,6,78.2,"8713 East Lake St., Torrington, CT 06790"
Hyatt,Mcintosh,male,19,3,11,82.3,"41 Hilltop St., Oak Ridge, TN 37830"
Perry,Hopper,male,16,2,15,81.8,"21 Orchard Dr., Grand Island, NE 68801"
Lance,Rush,male,17,4,15,98.5,"661 Central Street, Port Charlotte, FL 33952"
Declan,Macias,male,14,2,14,83.2,"56 San Carlos Street, Rockville Centre, NY 11570"
Geraldine,Brooks,female,19,1,10,79.0,"467 Pineknoll Ave., Johnston, RI 02919"
Adara,Fernandez,female,15,5,13,98.5,"491 Smith Drive, Mount Vernon, NY 10550"
Whoopi,Hunter,female,15,4,14,94.8,"90 W. Anderson St., Holland, MI 49423"
Lara,Newton,female,17,4,12,86.0,"6 Rocky River Drive, Glen Burnie, MD 21060"
Rigel,Johnson,male,17,4,8,82.1,"923 South Elmwood St., Groton, CT 06340"
Raja,Sims,male,18,5,17,89.7,"845 Plumb Branch St., Northbrook, IL 60062"
Kiona,Hernandez,female,14,2,9,84.3,"439 Greenview St., Newport News, VA 23601"
Jade,Cline,female,15,4,8,75.1,"9440 Marshall St., Brentwood, NY 11717"
Tana,Sloan,female,19,5,11,92.1,"22 Penn Road, Farmington, MI 48331"
Luke,Hayes,male,18,2,10,88.0,"786 Brickell Drive, Chandler, AZ 85224"
Regan,Mcintosh,female,17,3,15,97.2,"8107 Country Street, Cedar Falls, IA 50613"
Mufutau,Valentine,male,14,2,11,75.3,"7406 Bay Meadows St., Southampton, PA 18966"
Justina,Mcgowan,female,15,1,8,73.6,"817 Delaware Court, Tupelo, MS 38801"
Ruby,Sutton,female,14,5,9,79.4,"95 S. John Drive, Mansfield, MA 02048"
Tucker,Coleman,male,16,4,17,95.6,"40 William Ave., Irvington, NJ 07111"
Kylan,Rosa,female,17,5,12,84.0,"59 Glenholme St., Temple Hills, MD 20748"
Valentine,Cummings,male,14,5,19,100.0,"326 West Heather Drive, Clifton Park, NY 12065"
Cheyenne,Vincent,female,18,5,11,81.8,"41 Courtland St., Johnston, RI 02919"
Cleo,Romero,female,16,2,17,93.9,"9249 Leatherwood Street, Aliquippa, PA 15001"
Tarik,Winters,male,15,5,13,92.5,"27 Vale Drive, Moncks Corner, SC 29461"
Sylvester,Newton,male,14,3,11,81.0,"83 Randall Mill Street, Birmingham, AL 35209"
Samuel,Green,male,15,5,11,85.6,"8720 Brewery Street, Bay Shore, NY 11706"
Gary,Bradford,male,17,4,9,73.9,"5 Cottage Ave., Buford, GA 30518"
Whoopi,Strickland,female,16,4,9,80.2,"141 Clinton Lane, Saint Louis, MO 63109"
Melyssa,Garner,female,17,1,6,71.3,"679 Hilldale Street, Greenville, NC 27834"
Barclay,Nichols,male,19,0,2,66.3,"9999 Longbranch St., Wayne, NJ 07470"
Georgia,Fuentes,female,16,4,8,75.3,"84 Smith Store Lane, Sewell, NJ 08080"
Dara,Fleming,female,18,2,15,99.6,"76 Nicolls Lane, Raeford, NC 28376"
Lacy,Arnold,female,19,4,6,82.2,"8595 Bear Hill Drive, Moorhead, MN 56560"
Cameron,David,male,14,2,10,84.5,"7586 Trout Street, Olive Branch, MS 38654"
Caldwell,Russell,male,16,3,12,91.2,"526 Walnut St., Saint Joseph, MI 49085"
Oliver,Oconnor,male,17,4,12,91.1,"39 Hartford Dr., Madisonville, KY 42431"
Samuel,Beasley,male,19,1,15,90.6,"724 Fremont Dr., Sarasota, FL 34231"
Shana,Conner,female,16,2,12,81.5,"163 Fairview Dr., Bristol, CT 06010"
Dexter,Kramer,male,17,4,16,97.7,"158 Taylor Rd., Wellington, FL 33414"
Griffith,Swanson,male,19,4,4,78.5,"9505 Ocean St., Dallas, GA 30132"
Chava,Barlow,female,17,3,15,91.6,"335 Windfall Ave., Brockton, MA 02301"
Oprah,Walker,female,19,2,6,69.7,"58 West Riverside St., Mableton, GA 30126"
Brian,Hawkins,male,15,5,8,69.7,"49 Wilson Rd., Saint Augustine, FL 32084"
Shannon,Whitley,female,19,1,10,78.1,"8105 Plymouth Street, Palos Verdes Peninsula, CA 90274"
Martin,Macdonald,male,17,2,7,76.7,"7537 St Margarets Dr., West Bloomfield, MI 48322"
Kaitlin,Chen,female,18,3,12,79.5,"535 Alderwood Street, Capitol Heights, MD 20743"
Linus,Downs,male,18,4,7,73.4,"900 South Union Street, Florence, SC 29501"
Yoko,Castro,female,16,3,10,83.1,"8580 Swanson Ave., Pasadena, MD 21122"
Gregory,Evans,male,14,1,13,88.0,"918 Brickyard St., South Bend, IN 46614"
Erica,Bond,female,15,3,16,100.0,"38 Mechanic Street, New Milford, CT 06776"
Uriah,Jordan,male,14,2,10,74.4,"841 La Sierra Drive, Chelsea, MA 02150"
Flynn,Haynes,male,17,2,11,81.6,"44 N. Boston Lane, Bayside, NY 11361"
Cecilia,Santiago,female,16,4,7,68.2,"64 South Studebaker Drive, Buffalo, NY 14215"
Devin,Roberson,male,14,4,15,99.7,"1 Rosewood Rd., Neenah, WI 54956"
Astra,Leonard,female,16,4,5,69.5,"9295 North Blue Spring Street, Jonesborough, TN 37659"
Cairo,Cardenas,male,14,4,13,85.9,"8439 East Queen St., Groton, CT 06340"
Riley,Valdez,female,16,2,12,79.0,"914 Griffin Dr., Port Richey, FL 34668"
Nero,Witt,male,14,3,13,95.5,"943 Beechwood Dr., Rockledge, FL 32955"
Hyatt,Albert,male,19,4,15,87.8,"579 E. Poplar Avenue, Haines City, FL 33844"
Arthur,Guerra,male,16,1,10,81.1,"683 West Anderson Ave., Evanston, IL 60201"
Odette,Jacobson,female,18,3,14,88.3,"179 Hawthorne Dr., Fullerton, CA 92831"
Ivory,Chapman,female,16,3,8,75.4,"147 Sunbeam Street, Springfield Gardens, NY 11413"
Leonard,Gates,male,18,5,16,89.7,"44 East Hilldale Dr., Madison Heights, MI 48071"
Veda,Briggs,female,15,5,8,88.5,"9865 Rockland St., Far Rockaway, NY 11691"
Lenore,Freeman,female,18,3,3,76.4,"195 North Philmont St., Albany, NY 12203"
Ori,Gross,female,14,2,7,77.2,"642 Bohemia Dr., Natick, MA 01760"
Odette,Leonard,female,17,1,17,96.2,"7428 N. Harrison Dr., Ambler, PA 19002"
Darryl,Lawrence,female,18,5,13,94.0,"38 Morris Court, Rocky Mount, NC 27804"
Kessie,Mcdonald,female,17,1,2,62.2,"311 Pierce St., Eugene, OR 97402"
Kylie,Rivers,female,14,5,13,88.2,"61 Woodside Dr., Groton, CT 06340"
Fulton,Mullen,male,15,4,9,72.0,"9744 Kingston Rd., Butte, MT 59701"
Gretchen,Reynolds,female,14,3,15,99.4,"573 Green Lake Ave., Romulus, MI 48174"
Noah,Chan,male,19,3,6,74.9,"8802 South Brandywine Ave., Marysville, OH 43040"
Magee,Sears,male,15,4,15,100.0,"89 E. Carriage St., Morristown, NJ 07960"
Caldwell,Case,male,15,3,9,71.9,"62 Ketch Harbour St., Missoula, MT 59801"
Ciaran,Middleton,male,17,1,5,73.3,"8704 Mayfair St., Manahawkin, NJ 08050"
Chase,Blackwell,male,17,3,17,95.0,"8327 Manchester Lane, Huntersville, NC 28078"
Abraham,Snider,male,16,1,4,73.3,"9117 Tallwood St., East Stroudsburg, PA 18301"
Timothy,Richardson,male,15,3,14,89.1,"8207 Old Pheasant Lane, Odenton, MD 21113"
Ignacia,Berger,female,15,3,17,100.0,"306 Mechanic St., Saugus, MA 01906"
Octavia,Wilcox,female,18,3,11,78.4,"9597 Young Road, Pataskala, OH 43062"
Quinn,Gallagher,male,14,5,18,100.0,"8509 Wagon Avenue, Oak Lawn, IL 60453"
Christian,Herrera,male,15,4,12,89.4,"612 Miller Court, Gallatin, TN 37066"
Jacob,Ewing,male,15,4,7,74.3,"342 North Marconi St., Ellicott City, MD 21042"
Ulla,Brennan,female,17,3,11,83.9,"7415 South La Sierra Ave., New Orleans, LA 70115"
Zelenia,Vasquez,female,18,5,14,97.1,"530C Sycamore Street, Astoria, NY 11102"
Geraldine,Bass,female,14,5,9,84.5,"825 Creek Lane, Moses Lake, WA 98837"
Morgan,Rutledge,female,15,3,13,92.3,"9124 E. Garden Court, Mountain View, CA 94043"
Morgan,Moreno,female,17,4,5,73.0,"81 Trout Ave., Severna Park, MD 21146"
Vladimir,Casey,male,15,2,12,83.5,"7810 Clay St., Holland, MI 49423"
Michael,Wynn,male,17,5,11,80.0,"9 South Border Lane, East Brunswick, NJ 08816"
Olympia,Long,female,15,3,10,84.2,"9781 South Smith Ave., Nanuet, NY 10954"
Richard,Ross,male,17,4,11,85.9,"41 Ridge Road, Helena, MT 59601"
Petra,Riley,female,18,4,4,63.3,"8624 East Delaware Dr., Lakewood, NJ 08701"
Kirestin,Sloan,female,18,1,13,88.1,"309 St Margarets Road, Chaska, MN 55318"
Adam,Holloway,male,14,2,9,82.7,"8538 Bridgeton Rd., North Bergen, NJ 07047"
Moana,Carter,female,14,5,7,72.3,"515 Griffin Street, Hastings, MN 55033"
Vielka,Crosby,female,17,4,18,98.0,"7776 Ketch Harbour Street, New Philadelphia, OH 44663"
Indigo,Wiggins,female,16,2,15,93.1,"252 Newcastle Dr., Ashland, OH 44805"
Autumn,Macdonald,female,15,4,10,78.1,"15 Durham Street, Sandusky, OH 44870"
Jamal,Snow,male,19,1,12,86.9,"699 W. Shub Farm Ave., Fairmont, WV 26554"
Kimberley,Key,female,19,4,11,93.0,"240 East Lake Street, Laurel, MD 20707"
Ashton,Dotson,male,14,1,9,74.0,"15 Lower River Street, Fayetteville, NC 28303"
Uma,Branch,female,14,1,12,78.5,"127 Grandrose Ave., Chesterton, IN 46304"
Haley,Duke,female,18,2,18,97.7,"851 Lake Forest St., Ellicott City, MD 21042"
Regan,Hatfield,female,14,4,12,81.1,"23 N. Prairie Street, Yonkers, NY 10701"
Gannon,Coffey,male,15,5,14,99.6,"8534 East Wild Rose Road, Teaneck, NJ 07666"
Gray,Jensen,male,18,5,20,100.0,"652 Cemetery St., Boynton Beach, FL 33435"
Inez,Slater,female,15,3,16,93.0,"8755 Cherry Hill St., Royersford, PA 19468"
Chester,Boone,male,15,2,6,64.2,"9 NW. Marsh St., Hartford, CT 06106"
Jin,Valdez,male,19,2,2,77.0,"604 Big Rock Cove Drive, Gibsonia, PA 15044"
Brooke,Trujillo,female,16,3,12,79.0,"418 Nut Swamp Road, District Heights, MD 20747"
Keefe,Banks,male,17,5,7,77.7,"429 Mayfair St., Wisconsin Rapids, WI 54494"
Harrison,Knight,male,19,5,15,95.8,"53 Manor Station Dr., Glenview, IL 60025"
Ferris,Mullins,male,16,2,7,78.4,"7230 W. Pacific Court, Bridgeton, NJ 08302"
Olympia,Huffman,female,15,2,13,89.4,"55 Big Rock Cove Street, Olney, MD 20832"
Jane,Oneal,female,16,5,9,82.4,"7479 Hawthorne Ave., Clayton, NC 27520"
Colin,Fisher,male,15,3,10,71.7,"394 Rockcrest Ave., Fenton, MI 48430"
Calvin,Ballard,male,19,5,11,82.5,"44 Queen Ave., Gastonia, NC 28052"
Kermit,Richard,male,19,5,12,89.0,"7946 E. State Road, Lumberton, NC 28358"
Dolan,Hyde,male,17,1,17,100.0,"8882 Henry Road, Bethpage, NY 11714"
Kendall,Mccullough,female,15,4,16,99.5,"857 Henry Smith Ave., Ringgold, GA 30736"
Isadora,Ward,female,14,3,15,95.2,"534 Edgewater Rd., Huntley, IL 60142"
Kathleen,Salazar,female,15,1,14,79.5,"8785 Country Drive, Woodbridge, VA 22191"
Amanda,Garner,female,14,2,11,75.7,"7898 Country Dr., Stillwater, MN 55082"
Quinn,Dorsey,female,15,3,9,78.7,"102 Locust Road, West Des Moines, IA 50265"
Howard,Santiago,male,15,4,15,100.0,"338 Glen Ridge Drive, Perkasie, PA 18944"
Merrill,Rojas,male,15,1,7,68.1,"9 La Sierra Drive, Hartselle, AL 35640"
Mollie,Sweet,female,14,4,16,91.3,"8971 Penn St., Winder, GA 30680"
Allistair,Pittman,male,17,2,13,77.1,"9351 Philmont Drive, Grayslake, IL 60030"
Claire,Francis,female,18,4,4,67.1,"7377 Armstrong Ave., Beachwood, OH 44122"
Ulla,Russell,female,18,1,15,84.7,"97 Pumpkin Hill St., Niles, MI 49120"
Ocean,Carver,female,18,1,11,79.3,"494 Winchester Street, Hoffman Estates, IL 60169"
Anthony,Whitney,male,19,1,11,74.2,"9889 Academy Road, Dacula, GA 30019"
Mason,Mcgowan,male,17,1,17,100.0,"3 Stonybrook Street, Wadsworth, OH 44281"
Cooper,Harrell,male,18,4,17,95.6,"43 Court St., Manchester, NH 03102"
Pandora,Ewing,female,19,2,12,88.4,"123 Smoky Hollow Street, Troy, NY 12180"
George,Fischer,male,19,1,6,75.0,"814 County Drive, Opa Locka, FL 33054"
Kermit,Higgins,male,18,2,6,68.6,"7413 Carson Court, Cincinnati, OH 45211"
Harlan,Cox,male,18,3,14,85.1,"8 S. Devon St., Titusville, FL 32780"
Mariko,Le,female,18,2,15,91.1,"8086 Elmwood Street, Hickory, NC 28601"
Rafael,Randall,male,16,2,11,71.2,"142A Brickyard Drive, Chicago, IL 60621"
Xavier,Jensen,male,18,2,8,79.4,"25 Trusel St., Dekalb, IL 60115"
Dorothy,Norman,female,15,5,7,77.7,"291 Miller Road, Gulfport, MS 39503"
Camden,Lamb,male,17,5,11,88.1,"14 SE. Tower Street, Chesapeake, VA 23320"
Gil,Duran,male,16,1,13,83.8,"7306 West Tallwood Avenue, Garfield, NJ 07026"
Ryan,Swanson,male,17,5,11,88.1,"86 6th St., Pittsford, NY 14534"
Mikayla,Jarvis,female,16,2,7,67.3,"867 Birch Hill Court, Southington, CT 06489"
Beatrice,Matthews,female,14,1,4,61.1,"4 Elizabeth Ave., South Portland, ME 04106"
Halla,Vang,female,16,3,17,100.0,"9124 Fairway Road, Dawsonville, GA 30534"
Ingrid,Kennedy,female,19,5,7,72.1,"302 Shady St., The Villages, FL 32162"
Celeste,Mann,female,19,2,11,88.6,"941 Lafayette Court, Copperas Cove, TX 76522"
Shelly,Sutton,female,16,2,12,74.8,"83 Euclid Dr., Brunswick, GA 31525"
Susan,Harvey,female,19,5,9,76.4,"8948 Philmont Street, Carpentersville, IL 60110"
Aurelia,Frederick,female,15,3,9,72.2,"279 Lilac Dr., Rossville, GA 30741"
Ivy,Justice,female,14,2,13,83.1,"8927 Pleasant Street, Bakersfield, CA 93306"
Wesley,Douglas,male,16,1,14,86.6,"7822 Hawthorne Street, Doylestown, PA 18901"
Armand,Pacheco,male,16,4,17,95.5,"7248 N. Market St., Clermont, FL 34711"
Hamish,Simon,male,18,4,3,71.2,"7020 Cooper St., Pewaukee, WI 53072"
Sloane,Kent,female,16,1,7,76.4,"423 Big Rock Cove Rd., Clifton, NJ 07011"
Denise,Keith,female,17,5,4,71.7,"9637 Gartner St., Ravenna, OH 44266"
Maxwell,Rhodes,male,18,3,11,77.9,"191 Rockaway Ave., New Albany, IN 47150"
Elmo,Stuart,male,14,5,10,74.8,"7213 Harrison Court, Sheboygan, WI 53081"
Isabelle,Neal,female,19,3,6,67.9,"2 San Juan Rd., Douglasville, GA 30134"
Cassidy,Owen,female,16,5,13,98.5,"97 Essex Drive, Windermere, FL 34786"
Addison,Willis,male,14,5,13,91.1,"64 NE. Elizabeth Drive, Redford, MI 48239"
Clayton,Cervantes,male,16,5,11,84.1,"4 Indian Summer St., Rockaway, NJ 07866"
Dillon,Fowler,male,16,2,8,80.6,"7882 Fairground St., Hermitage, TN 37076"
Garth,Gilliam,male,18,5,13,80.3,"812 Sutor Ave., Norwich, CT 06360"
Vanna,Reyes,female,19,3,11,77.3,"94 S. Primrose St., Feasterville Trevose, PA 19053"
Octavia,Wolfe,female,16,5,12,81.0,"7849 Ridge Drive, Teaneck, NJ 07666"
Melvin,Burt,male,14,3,16,95.9,"8311 Westport Street, Jacksonville, NC 28540"
Harriet,Long,female,17,3,17,100.0,"797 Rockcrest Avenue, Lakewood, NJ 08701"
Kendall,Keith,female,18,1,18,87.2,"11 Cherry Lane, Brick, NJ 08723"
Yoshio,Wyatt,male,15,5,14,94.7,"807 Creekside Lane, Jackson Heights, NY 11372"
Gregory,Myers,male,15,1,12,77.5,"18 Peninsula Street, Grand Forks, ND 58201"
Wylie,Clemons,male,15,5,9,88.2,"212 Bow Ridge Street, Ephrata, PA 17522"
Shaine,Mcleod,female,16,2,18,100.0,"8400 Brickell Drive, Clayton, NC 27520"
Sonya,Hooper,female,17,1,9,85.1,"80 William Lane, Lemont, IL 60439"
Lacy,Rowe,female,16,2,12,76.5,"987 Wild Rose St., Taylor, MI 48180"
Amanda,Tillman,female,18,2,6,78.6,"9300 Kingston Court, Loxahatchee, FL 33470"
Perry,Wright,male,19,1,10,86.0,"15 Winding Way Ave., Bemidji, MN 56601"
Melanie,Wilson,female,15,4,13,81.5,"82 Shadow Brook Rd., Atlanta, GA 30303"
Lev,Mcneil,male,18,5,7,77.2,"7 Beech Rd., Hackensack, NJ 07601"
Vladimir,Cochran,male,18,1,11,83.0,"451 N. Beechwood Drive, Reno, NV 89523"
Blossom,Henry,female,18,3,5,72.7,"796 Shadow Brook St., Fresno, CA 93706"
Neville,Duffy,male,15,4,15,90.8,"578 Mountainview St., Flowery Branch, GA 30542"
Acton,Bright,male,14,2,8,67.0,"581 Pierce Ave., Key West, FL 33040"
Mariko,Matthews,female,17,5,6,77.0,"598 Overlook Drive, Littleton, CO 80123"
Rafael,Villarreal,male,17,1,11,75.3,"45 George Avenue, Garden City, NY 11530"
Levi,Acevedo,male,14,2,6,63.0,"87 Cooper Ave., Westland, MI 48185"
Declan,Warner,male,14,4,12,89.7,"19 Old York Lane, Toms River, NJ 08753"
Raven,Sampson,female,19,3,16,86.1,"864 Harvey Dr., Dublin, GA 31021"
Barbara,Ratliff,female,19,5,8,88.7,"943 Ryan St., Algonquin, IL 60102"
Sierra,Farrell,female,19,3,7,65.7,"8213 Victoria Street, Tacoma, WA 98444"
Teegan,Duke,female,18,1,12,81.5,"3 N. Westminster St., Ames, IA 50010"
Dolan,Hubbard,male,19,2,16,84.1,"8085 Vale Drive, Stafford, VA 22554"
Idola,Jacobson,female,17,5,7,70.0,"8387 Middle River Circle, Cary, NC 27511"
Zorita,Benson,female,19,3,12,85.0,"64 Lower River Ave., Shepherdsville, KY 40165"
Beck,Mcconnell,male,15,2,10,80.1,"256 Elmwood Lane, Buckeye, AZ 85326"
Gillian,Norris,female,19,5,2,63.4,"9953 Cherry Hill Court, Hagerstown, MD 21740"
Iona,Franks,female,17,3,12,77.5,"51 Fifth Street, Cranberry Twp, PA 16066"
Zachery,Flowers,male,19,5,7,72.2,"323 W. Depot Lane, Casselberry, FL 32707"
Kiona,Freeman,female,19,2,11,85.8,"635 SW. Ramblewood Street, Pomona, CA 91768"
Scott,Atkinson,male,15,4,10,89.2,"6 Campfire Ave., Winter Haven, FL 33880"
Vivian,Jimenez,female,17,1,11,86.5,"692 Fairground St., Deer Park, NY 11729"
Jermaine,Cortez,male,17,2,15,99.1,"54 S. Pine Ave., Upper Darby, PA 19082"
Graiden,Cantu,male,14,2,7,66.6,"9620 Lexington Court, Lincoln, NE 68506"
Keegan,Harvey,male,19,4,14,86.3,"383 East Lees Creek Drive, North Kingstown, RI 02852"
Cedric,Acevedo,male,19,5,14,98.8,"50 Vine Lane, Derby, KS 67037"
Mechelle,Velazquez,female,19,1,5,72.0,"2 Clay Ave., Romulus, MI 48174"
Jackson,Brooks,male,19,3,11,82.4,"85 Elm Drive, Kennesaw, GA 30144"
Linus,Kaufman,male,17,2,17,91.3,"567 53rd Circle, Coraopolis, PA 15108"
Zenaida,Ross,female,18,3,10,87.4,"98 Main Circle, Atlantic City, NJ 08401"
Larissa,Goff,female,17,2,10,79.7,"80 St Margarets Street, Lutherville Timonium, MD 21093"
Lilah,Cooley,female,18,3,13,93.5,"652 Linden St., Bowling Green, KY 42101"
Chastity,Mcbride,female,17,5,15,83.6,"9189 2nd Drive, Plymouth, MA 02360"
Dustin,Barry,male,18,3,14,90.6,"39 Wakehurst Ave., Yorktown Heights, NY 10598"
Juliet,Golden,female,16,4,14,85.5,"983 Rockledge Ave., Whitehall, PA 18052"
Daphne,Mckinney,female,15,2,12,89.7,"830 S. Summer Ave., Carmel, NY 10512"
Orli,Stein,female,18,1,4,68.0,"75 Garfield St., Feasterville Trevose, PA 19053"
Gisela,Sharp,female,14,3,10,89.1,"485 Pheasant Lane, Plymouth, MA 02360"
Macey,Conley,female,14,2,16,94.7,"7847 Halifax Rd., Milton, MA 02186"
Jeremy,Shepard,male,14,5,15,92.3,"67 East Livingston Rd., Crystal Lake, IL 60014"
Duncan,Fisher,male,15,2,13,91.8,"79 High Noon Rd., Rockaway, NJ 07866"
Tamara,Wright,female,17,5,8,74.2,"301 Elm Lane, Bowling Green, KY 42101"
Hannah,Cline,female,17,4,12,79.8,"7690 La Sierra St., Memphis, TN 38106"
Alan,Mayer,male,19,5,12,76.4,"9449 Creek Rd., Montclair, NJ 07042"
Calvin,Dudley,male,15,5,5,77.6,"90 West El Dorado St., Andover, MA 01810"
Merritt,Dean,male,19,2,9,68.4,"9816 4th Ave., Winter Park, FL 32792"
Lysandra,Buckner,female,18,3,14,81.3,"14 Bay Meadows Drive, Jackson Heights, NY 11372"
Ora,Kinney,female,19,5,5,75.4,"45 North St., Lakeville, MN 55044"
September,Norris,female,15,1,20,100.0,"326 Birch Hill Street, Kent, OH 44240"
Damian,Kaufman,male,16,1,9,71.3,"9606 Birch Hill Street, Taylors, SC 29687"
Mercedes,Delaney,female,15,3,8,82.4,"8564 Logan St., Doylestown, PA 18901"
Mara,Irwin,female,17,3,11,85.0,"33 S. River Ave., Mokena, IL 60448"
Tucker,Kidd,male,16,5,11,83.9,"7267 Bow Ridge Lane, Sterling Heights, MI 48310"
Dominic,Banks,male,15,3,4,75.5,"58 S. Pendergast Dr., Frankfort, KY 40601"
Karen,Melton,female,18,1,6,77.4,"399 East Primrose Ave., Canal Winchester, OH 43110"
Fletcher,Conley,male,17,1,9,71.6,"73 Country Road, Jeffersonville, IN 47130"
Valentine,Manning,male,14,3,18,89.1,"9 Birchpond Ave., Orange, NJ 07050"
Larissa,Head,female,17,4,8,82.7,"309 Stillwater St., Salt Lake City, UT 84119"
Sacha,Travis,female,18,1,8,78.5,"9526 Brickyard Lane, Glendora, CA 91740"
Oliver,Harvey,male,19,4,11,86.4,"7278 S. Rock Creek Avenue, Westwood, NJ 07675"
Leonard,Juarez,male,19,1,11,79.7,"8 West Rosewood Rd., Rossville, GA 30741"
Jenna,Wagner,female,16,1,3,56.3,"8829 Shore Dr., Hopewell Junction, NY 12533"
Emily,Leblanc,female,16,4,16,89.4,"8267 Armstrong Ave., Oconomowoc, WI 53066"
Marny,Whitaker,female,19,5,12,86.8,"7548 S. Plumb Branch Lane, South El Monte, CA 91733"
Hanae,Jones,female,17,5,6,83.7,"872 Forest Street, Spring Valley, NY 10977"
Sharon,Burks,female,15,4,16,87.8,"124 Jennings Street, Flowery Branch, GA 30542"
Erin,Grimes,female,16,3,14,98.5,"7538 Edgewater Ave., Littleton, CO 80123"
Joel,Campos,male,17,2,18,93.0,"27 Whitemarsh Dr., Coatesville, PA 19320"
Emmanuel,King,male,18,3,10,86.1,"311 N. Walt Whitman St., Fort Walton Beach, FL 32547"
Damon,Carlson,male,19,1,16,88.5,"89 Edgewood Road, Saratoga Springs, NY 12866"
Erasmus,Hopper,male,15,4,8,73.4,"733 Longfellow St., West Babylon, NY 11704"
Sierra,Chandler,female,15,3,13,95.8,"8275 Briarwood Court, Horn Lake, MS 38637"
Kennan,Sheppard,male,16,3,6,80.6,"7049 East Indian Spring St., San Carlos, CA 94070"
Timothy,Oconnor,male,15,0,15,96.7,"1 Second Street, Coraopolis, PA 15108"
Ferris,Avila,male,18,5,1,74.2,"85 Brown Drive, Pensacola, FL 32503"
Owen,Barber,male,15,5,13,81.8,"87 Anderson Street, Fairburn, GA 30213"
Buffy,Giles,female,14,4,11,79.9,"7 W. Kirkland St., Alliance, OH 44601"
Malachi,Hudson,male,17,5,11,88.3,"264 Pierce Street, West Lafayette, IN 47906"
David,Mayo,male,18,1,6,76.8,"540 South Elm Court, Royersford, PA 19468"
Jermaine,Sims,male,16,2,3,60.5,"7994 Leatherwood St., Pittsfield, MA 01201"
Lisandra,Boyer,female,16,5,9,80.9,"165 Lafayette Drive, Schererville, IN 46375"
Colin,Banks,male,14,2,5,63.8,"28 Coffee Circle, Apple Valley, CA 92307"
Zane,Kane,male,14,3,7,70.3,"8043 Roehampton Rd., Lake Zurich, IL 60047"
Aiko,Alford,female,16,1,11,83.1,"62 N. Golden Star Drive, Amityville, NY 11701"
Akeem,Walsh,male,17,3,12,89.9,"52 Dogwood Ave., The Villages, FL 32162"
Jaden,Ashley,female,18,2,11,88.2,"87 Princess St., Wilmington, MA 01887"
Brody,Duncan,male,15,4,9,76.4,"94 Lexington St., Ann Arbor, MI 48103"
Velma,Taylor,female,14,2,10,74.9,"8 Prince Street, Glenside, PA 19038"
Wayne,Sellers,male,14,4,13,88.8,"75 Paris Hill Drive, Pittsfield, MA 01201"
Levi,Dotson,male,14,2,11,72.0,"886 Buttonwood Ave., Santa Monica, CA 90403"
Jack,Norman,male,18,3,12,92.0,"8878 W. Bow Ridge Ave., Massapequa Park, NY 11762"
Carter,Turner,male,14,2,13,84.2,"992 West Street, Great Falls, MT 59404"
